sectperf,prof_pos,sex,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
BES,OTH,T,FTE,PT	: 	881 	662 b	1016 	1167 	1028 	1242 	1231 	1699 	1163 e	627 	656 e	686 	515 e	345 	371 e	398 	376 e	353 	382 e	410 b	407 e	404 e	402 	418 e	435 	480 e	525 	529 e	533 	461 e	389 	461 e	533 	: 	: 
BES,OTH,T,FTE,RO	3545 	3524 	3297 	3582 	4088 b	1396 	3140 	3116 	3151 	3764 	3290 	4434 	4269 	4098 	4557 	5115 	9810 	8827 	10987 	11633 	10822 	11193 	13089 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,RS	: 	1135 	288 	228 	201 	347 	802 	525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,RU	186720 	184648 	188316 	181068 	195434 	201429 	206454 	217887 	234629 	240431 	247453 	267360 	279730 	285225 	291246 	290068 	281501 	268948 	300383 	320815 	343861 	363224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,SE	: 	: 	: 	: 	8695 	: 	9349 	: 	9880 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,SI	973 p	1000 	946 	937 	1034 b	775 	668 	628 b	513 	485 	469 	431 	416 	492 	530 	552 	539 	1393 	1261 	1260 	1371 	1406 	1208 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,SK	491 	356 	214 	240 	244 	277 	235 	242 	235 	334 	584 	599 	632 	768 	856 	935 	1076 	1328 	1475 b	1224 d	1145 d	1326 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,TR	: 	5449 	4550 	4338 	3745 	3145 	2860 	2886 	2594 	2070 	1713 	1029 	849 	677 	699 	767 	734 	712 	742 	552 	400 	358 	313 	455 	424 	365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,FTE,UK	35797 ep	33139 	27763 	26866 	26753 	28756 	27126 	28335 	32872 	27861 	26422 	28658 	29299 	31054 	32431 b	30081 	27786 	24441 	24440 	26762 	29000 	28000 	29000 b	35000 b	41000 	45000 	45000 	50000 	49000 	52000 b	42000 	46000 	49000 	51000 	52000 	: 
BES,OTH,T,HC,AT	: 	: 	5706 	: 	5443 	: 	4162 	: 	4554 	4692 	: 	3643 	: 	3306 	: 	: 	: 	2981 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,BA	: 	215 	240 	273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,BE	: 	: 	: 	: 	3191 	2914 	3968 	3788 	6278 	5947 	4533 	4416 	4821 	4849 	7106 	6709 	6203 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,BG	: 	: 	: 	: 	364 	465 	518 	374 	343 	398 	265 	308 	288 	258 	264 	318 	216 	460 	399 	513 	637 	793 	1652 	2980 	10688 	32633 	31598 	27118 	23570 	22883 	24113 	24701 	22889 	21919 	21653 	19494 
BES,OTH,T,HC,CH	: 	: 	: 	11856 	: 	: 	: 	11582 	: 	: 	: 	5280 	: 	: 	: 	5750 	: 	: 	: 	4400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,CY	: 	37 	46 	35 	38 	53 	65 	77 	89 	127 	116 	120 	132 	104 	104 	93 	95 	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,CZ	: 	7872 	7843 	8020 	6879 	6435 	5362 	4766 	4800 	4488 	4209 	4079 	3779 	3705 	3542 	3979 	4528 	4983 	4970 	5163 	5499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,DE	: 	: 	53443 	: 	57755 	: 	70211 	: 	72383 	: 	69434 	: 	74891 	: 	84554 	: 	85674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,DK	: 	: 	: 	: 	6199 	6563 	6725 	7973 	5353 b	5729 	4909 	6559 	4774 	5864 b	5334 	: 	5472 	5177 	4852 	: 	7323 	: 	5028 	: 	12110 	: 	11370 	: 	9925 	: 	9064 	: 	: 	: 	: 	: 
BES,OTH,T,HC,EE	: 	173 	190 	158 	232 	232 	212 	217 	409 	452 	347 	245 	266 	181 	201 	159 	228 	145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,EL	: 	: 	: 	: 	1480 b	: 	: 	: 	2187 	: 	2517 	: 	2664 	2639 	2694 	2464 	2058 	: 	1149 	1053 	1252 	: 	1162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,ES	: 	18846 	17867 	17831 	19104 	20045 	21809 	23174 	20988 	20220 	18176 	17751 	16112 	15269 b	10770 	: 	10553 	: 	8533 	: 	8463 	10312 	9422 	9550 	: 	: 	9582 	9132 	8422 	8083 	7666 	: 	: 	: 	: 	: 
BES,OTH,T,HC,FR	: 	: 	17670 	17899 	18371 	18691 	19069 	20102 	21221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,HR	: 	380 	393 	288 	281 	320 	433 	352 	319 	292 	272 	361 	208 	382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,HU	: 	3368 	4305 	3724 	2718 	2583 	2130 	1627 	1627 	1370 	1025 	1086 	1363 	1493 	1226 	869 	996 	1346 	1521 	1727 	1774 	1900 	2171 	2408 	3653 	4684 	: 	6487 	6846 	7072 	6916 	: 	6399 	7618 	6603 	9317 
BES,OTH,T,HC,IE	: 	: 	5142 	: 	3971 	3305 e	3241 	2961 	2760 	2795 	2830 	2730 	2627 	2610 	2741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,IS	337 	: 	212 b	: 	79 b	: 	178 	179 	171 	299 	373 	: 	392 	: 	296 	: 	179 	: 	216 	: 	150 	: 	153 	: 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,IT	: 	35105 	34789 	32777 	30438 	33000 	29666 	31129 	27013 	24155 	17878 	15246 	15202 	16147 	13893 	13789 	12042 	12898 	13038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,JP	: 	89697 	82439 	81814 	84889 	95374 	95129 	100365 	102734 	109192 	99211 	103570 	95078 	92777 	100937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,KR	: 	17196 	15063 	16163 	14705 	14285 	12610 	12055 	11224 b	10607 d	8776 d	8595 d	7863 d	7599 d	7954 d	5509 d	6848 d	6892 d	8445 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,LT	: 	: 	: 	: 	519 	426 	336 	605 	613 	233 	302 	329 	129 	82 	191 	223 	193 	284 	275 	254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,LU	: 	: 	805 	: 	514 	: 	888 	: 	1142 	: 	676 	: 	291 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,LV	: 	: 	: 	: 	346 	349 	236 	443 	429 	425 	610 	306 	303 	967 	448 	311 	191 	227 	270 	265 	373 	457 	700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,ME	: 	34 	45 	: 	38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,MK	: 	: 	: 	3 	12 	1 	3 	4 	4 	4 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,MT	: 	205 	135 	147 	151 	121 	66 	60 	55 	91 	85 	74 b	10 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,NL	: 	: 	: 	: 	21564 b	14910 	8331 	11585 	9285 	10007 	10690 	13174 	10194 	11372 	11088 	10733 	14133 	11538 	9638 	: 	11027 	11473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,PL	: 	4783 	4273 	4082 	3882 	3060 	1809 	2259 	2749 	2592 	2572 	2744 	2534 	2095 	4797 	5505 	6282 	7127 	6514 	8438 	9080 	9503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,PT	: 	2031 	1639 b	3205 	3669 	2962 	3496 	3036 	3263 	2180 e	1096 	1204 e	1312 	1043 e	775 	807 e	838 	825 	812 	814 e	815 	850 e	847 e	845 	833 e	820 	835 e	850 	806 e	761 	658 e	554 	627 e	700 	: 	: 
BES,OTH,T,HC,RO	: 	3809 	3683 	3793 	4448 b	1454 	3247 	3337 	3250 	4030 	3363 	4454 	4339 	4345 	4730 	5349 	10213 	9588 	11447 	11965 	11176 	11525 	13621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,RS	: 	1186 	396 	256 	230 	454 	886 	610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,RU	: 	179757 e	182612 e	175177 e	189332 e	195264 e	200134 e	210723 e	225429 e	231596 e	238424 e	257130 e	267299 e	271137 e	277589 e	276471 	267988 	255396 	284779 	301583 	319717 	337093 	434200 	438100 	467000 	567400 	672300 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,SE	: 	: 	: 	: 	9596 	: 	10632 	: 	11350 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,SI	: 	1477 	1448 	1424 	1523 b	1010 	919 	882 b	633 	609 	574 	527 	495 	666 	700 	685 	682 	1677 	1520 	1484 	1566 	1504 	1234 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,SK	: 	513 	379 	384 	399 	434 	396 	413 	423 	541 	999 	1037 	837 	1031 	1164 	1216 	1366 	1657 	2025 	1534 	1429 	1652 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,TR	: 	7247 	6237 	5886 	5301 	4533 	4185 	4053 	3612 	2732 	2528 	2145 	1713 	1385 	1381 	2421 	2173 	2168 	2088 	1325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,OTH,T,HC,UK	: 	46947 	41536 	35750 	35741 	32220 	28547 e	29819 e	34593 e	29320 e	27805 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,AT	: 	: 	4054 	: 	3541 	: 	3243 	: 	2676 	2264 	: 	1893 	: 	1552 	: 	: 	: 	962 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,BA	: 	30 	49 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,BE	: 	: 	: 	: 	4658 	4354 	3756 	3736 	3812 	3694 	3415 	3193 	3055 	3029 	3030 	2831 	2648 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,BG	: 	1426 	1193 	916 	721 	694 	777 	651 	532 	502 	581 	603 	611 	503 	555 	570 	561 	833 	791 	788 	890 	829 	2467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,CY	: 	63 	61 	58 	56 	60 	64 	61 	46 	41 	36 	29 	27 	33 	25 	21 	15 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,CZ	: 	2666 	2457 	2261 	2045 	1822 	1898 	1926 	1732 	1542 	1580 b	1061 	1051 	1001 	939 	908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,DE	: 	: 	27136 	: 	26485 	: 	22961 	: 	19682 e	: 	19013 	: 	18035 	: 	18544 	: 	14414 	: 	22150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,DK	: 	: 	6482 	6041 	5985 	5865 e	5745 	: 	4639 b	: 	4347 	: 	3495 	3473 b	2323 d	: 	1910 	1786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,EE	: 	374 	407 	416 	433 	362 	362 	273 	290 	224 	229 	158 	120 	110 	116 	89 	135 	91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,EL	: 	: 	1158 	: 	1329 b	: 	: 	: 	1453 	: 	1151 	: 	1048 	: 	802 	: 	527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,ES	: 	13808 	13922 	13584 	13545 	13586 	13775 	13604 	12265 	11257 	9543 	8766 	7371 	6415 b	3611 	: 	3000 	: 	2113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,FR	: 	: 	33158 	31700 	29917 	28580 	27103 	26132 	26153 	22339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,HR	: 	410 	436 	533 	511 	549 	554 	509 	340 	266 	289 	431 	374 	428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,HU	: 	2772 	2598 	2573 	2527 	2276 	1978 	1809 	1668 	1439 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,IE	: 	: 	2469 	: 	2050 	2120 e	2079 	1835 	1710 	1551 	1392 	1300 	1222 	1200 	1226 	: 	1085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,IS	: 	: 	: 	: 	274 b	: 	288 	332 	318 	356 	329 	: 	274 	: 	300 	: 	161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,IT	: 	9858 	9449 	8811 	8199 	7806 	8000 	7549 	6941 	5939 	5706 	5355 	5217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23213 	24009 	21908 	22276 	21528 	18765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2453 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,LT	: 	748 	600 	469 	451 	425 	399 	423 	373 	316 	227 	176 	168 	88 	189 	135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,LU	: 	: 	111 	: 	168 	: 	155 	: 	174 	: 	243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,LV	: 	: 	261 	274 	303 	234 	191 	265 	184 	262 	231 	252 	236 	345 	400 	392 	66 	68 	78 	104 	129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,ME	: 	25 	28 	: 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,MK	: 	: 	: 	93 	95 	71 	64 	54 	47 	43 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,MT	: 	100 	131 	148 	109 	72 	69 	62 	57 	55 	53 	39 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,NL	: 	7838 	8239 	6937 b	5389 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,PL	: 	4823 	4302 	3133 	2319 	2446 	2291 	2610 	2831 	2465 	2586 	1784 	1502 	: 	: 	3332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,PT	: 	3204 	2957 b	3559 	3516 	2973 	2934 	2971 	2474 	1777 e	1079 	1091 e	1102 	916 e	730 e	610 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,RO	: 	2060 	2068 	1886 	1360 b	2191 	2298 	2441 	2992 	3166 	4404 	3791 	4160 	4711 	4701 	5337 	6640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,RS	: 	497 	175 	126 	49 	90 	293 	140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,SE	: 	: 	9703 b	: 	7298 	: 	7444 	: 	7120 b	: 	9064 d	: 	7033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,SI	: 	1194 	1197 	1130 	1162 b	793 	739 	695 b	630 	553 	476 	410 	372 	444 	417 	401 	428 	392 	373 	355 	351 	357 	311 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,SK	: 	477 	475 	505 	446 	388 	361 	377 	423 	621 	634 	606 	609 	676 	644 	674 	742 	843 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,FTE,TR	: 	9945 	9725 	8247 	6988 	5962 	5013 	4253 	3727 	2741 	2449 	1343 	1159 	952 	873 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,AT	: 	: 	5908 	: 	4859 	: 	4362 	: 	3505 	3109 	: 	2591 	: 	2012 	: 	: 	: 	1258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,BA	: 	40 	95 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,BE	: 	: 	7572 	: 	7390 	6501 	5260 	5215 	4408 	4204 	4080 	3844 	3873 	3862 	3784 	3450 	3429 	3249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,BG	: 	1571 	1365 	1022 	786 	731 	878 	723 	612 	551 	611 	652 	658 	548 	572 	605 	637 	930 	994 	883 	974 	1012 	3131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,CH	: 	: 	: 	4174 	: 	: 	: 	2101 	: 	: 	: 	2940 	: 	: 	: 	2260 	: 	: 	: 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,CY	: 	94 	98 	96 	95 	99 	108 	95 	77 	76 	71 	58 	57 	70 	65 	54 	39 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,CZ	: 	3327 	3051 	2760 	2541 	2302 	2359 	2386 	2114 	1942 	2083 	2258 	2030 	1926 	1741 	1777 	1559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,DE	: 	: 	31172 	: 	30638 	: 	26843 	: 	23927 	: 	21666 	: 	20757 	: 	21210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,DK	: 	: 	7514 	8159 	7756 	7080 e	6915 	: 	5988 b	: 	6048 	: 	4541 	4423 b	2779 	: 	2531 	2180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,EA19	: 	: 	150181 	: 	136236 	: 	115599 e	: 	105029 	: 	84728 e	: 	77458 e	: 	69077 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,EE	: 	616 	561 	616 	695 	584 	578 	495 	527 	358 	338 	264 	226 	170 	190 	164 	232 	145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,EL	: 	: 	1591 	: 	1805 b	: 	: 	: 	1939 	: 	1780 	: 	1585 	: 	909 	: 	940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,ES	: 	18141 	18060 	17506 	17441 	17401 	17588 	17942 	15960 	14190 	11712 	10599 	9080 	7547 b	4000 	: 	3353 	: 	2381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,EU28	: 	: 	209518 	195821 e	184297 	169962 e	158715 e	: 	147936 	: 	131740 e	: 	120839 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,FI	: 	4540 	4465 	4445 	4702 	4591 	4776 	4611 	4606 	4849 	4630 	4619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,FR	: 	: 	43762 	42243 	38699 	35705 	31088 	29527 	28578 	25266 b	22747 	23688 	21813 	21273 	19014 b	17787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,HR	: 	497 	489 	586 	528 	583 	619 	561 	383 	311 	333 	478 	374 	430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,HU	: 	3005 	2864 	2825 	2897 	2639 	2288 	2101 	1916 	1678 	1381 	1296 	1348 	1274 	1208 	1226 	948 	1042 	1143 	1192 	1233 	1228 	1352 	1390 	1779 	2440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,IE	: 	: 	3110 	: 	2370 	2356 e	2310 	2070 	1929 	1743 	1557 	1470 	1341 	1321 	1405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,IS	524 	: 	434 b	: 	352 b	: 	358 	449 	430 	492 	464 	: 	420 	: 	385 	: 	197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,IT	: 	12106 	11315 	10796 	9927 	9394 	9493 	8941 	8380 	6904 	6392 	6165 	5872 	6110 	5573 	5490 	5161 	5341 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,JP	: 	45578 	43032 	42243 	40680 	40441 	40664 	38443 	40017 	35976 	33791 	31541 	32596 	27204 	25359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BES,RSE,F,HC,KR	: 	43287 	38809 	36395 	31972 	26895 	24035 	22135 	20121 b	17989 d	15984 d	12895 d	11240 d	11230 d	10206 d	7341 d	4352 d	3739 d	4155 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
